CompYearlyUSD,Country,EdLevelSimplified,YearsCodeNum,Employment,DevTypePrimary,RemoteCategory,SalaryLog10
24211.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, back-end",Remote,4.384012727711573
11624.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,"Developer, full-stack",In-person,4.065355601289965
127616.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Employed,"Developer, full-stack",Remote,5.105905127959524
84277.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Employed,"Developer, back-end",Remote,4.925709067673666
175000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Architect, software or solutions",In-person,5.243038048686294
52207.0,Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, full-stack",Remote,4.717728737821343
250000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,Engineering manager,Remote,5.3979400086720375
116015.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, back-end",Remote,5.064514144365488
63808.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,DevOps engineer or professional,Hybrid-Flexible,4.8048751322955425
100000.0,United States of America,Less than secondary,20.0,Employed,"Developer, back-end",Remote,5.0
46406.0,France,Some college,18.0,Employed,System administrator,Hybrid-InPerson,4.666574135693451
109438.0,Canada,Some college,31.0,Employed,"Senior executive (C-suite, VP, etc.)",Hybrid-InPerson,5.039168147635356
75410.0,Netherlands,Less than secondary,37.0,Employed,Cloud infrastructure engineer,Remote,4.87742894078822
34804.0,Italy,Some college,30.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Choice,4.541629159983864
14544.0,Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,Engineering manager,In-person,4.162683865877892
78890.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.897021956060363
68071.0,United Kingdom of Great Britain and Northern Ireland,Less than secondary,35.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.8329621306735255
19345.0,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Flexible,4.286568734057264
119495.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29.0,Employed,"Developer, AI apps or physical AI",Hybrid-Flexible,5.077349733586758
65663.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,"Developer, back-end",Remote,4.817320720819186
58367.0,Canada,Some college,8.0,Employed,"Developer, full-stack",Remote,4.766167371622161
10133.0,Pakistan,Less than secondary,6.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Hybrid-InPerson,4.005738042651425
52207.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,4.717728737821343
48726.0,France,Less than secondary,3.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.687760760873813
92812.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Architect, software or solutions",Hybrid-Choice,4.967604131357432
83531.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,4.921847680638257
43775.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.641226154755484
148496.0,Serbia,Some college,25.0,Employed,Applied scientist,Hybrid-InPerson,5.171714755327814
163370.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Employed,"Developer, full-stack",Remote,5.213172309046819
127616.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-Choice,5.105905127959524
200000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Hybrid-InPerson,5.301029995663981
214240.0,South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Employed,AI/ML engineer,Hybrid-Flexible,5.330900559667934
163370.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",46.0,Employed,"Developer, full-stack",Remote,5.213172309046819
81210.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.909609510490169
232479.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,Engineering manager,Hybrid-Flexible,5.366383728855976
69609.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.842665394749131
127616.0,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Employed,"Developer, mobile",Remote,5.105905127959524
98612.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Hybrid-InPerson,4.993929767037324
35584.0,Bulgaria,Less than secondary,25.0,Employed,"Developer, desktop or enterprise applications",Remote,4.551254765565945
99000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38.0,Employed,"Developer, embedded applications or devices",In-person,4.99563519459755
240000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, mobile",In-person,5.380211241711606
150000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Remote,5.176091259055681
9299.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,Data engineer,In-person,3.9684362477117046
156563.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, mobile",Remote,5.19468913451353
109438.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,Engineering manager,Remote,5.039168147635356
162000.0,United States of America,Some college,40.0,Employed,Support engineer or analyst,Remote,5.209515014542631
115304.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,5.061844373624232
160000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.204119982655925
7300.0,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Employed,Project manager,Remote,3.863322860120456
230000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Remote,5.361727836017593
30297.0,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",In-person,4.481399626919825
59398.0,Serbia,Some college,30.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",,4.773771822025186
175000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Employed,"Developer, full-stack",Remote,5.243038048686294
104000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Developer, full-stack",Hybrid-Choice,5.017033339298781
72155.0,United Kingdom of Great Britain and Northern Ireland,Less than secondary,10.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",Remote,4.858266431024404
135000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.1303337684950066
117014.0,Czech Republic,Less than secondary,25.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.068237825498364
275000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Employed,Engineering manager,Remote,5.439332693830263
73688.0,Canada,Some college,15.0,Employed,"Developer, back-end",Remote,4.86739676929588
125000.0,United States of America,Some college,20.0,Employed,Cybersecurity or InfoSec professional,Remote,5.096910013008056
110000.0,Dominican Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47.0,"Independent contractor, freelancer, or self-employed","Founder, technology or otherwise",,5.041392685158225
242148.0,Singapore,Less than secondary,21.0,Employed,"Developer, back-end",Hybrid-Flexible,5.38408088638049
52207.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Employed,"Developer, back-end",Hybrid-Choice,4.717728737821343
90000.0,Czech Republic,Less than secondary,30.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,4.954242509439325
126456.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, full-stack",Hybrid-Choice,5.1019394402843945
98612.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.993929767037324
201139.0,Ireland,Some college,37.0,Employed,DevOps engineer or professional,Hybrid-Choice,5.303496286621779
250000.0,United States of America,Less than secondary,35.0,Employed,Engineering manager,Remote,5.3979400086720375
173250.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Hybrid-Flexible,5.238673243283844
43897.0,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,DevOps engineer or professional,Hybrid-InPerson,4.6424348407896066
96524.0,Spain,Some college,14.0,Employed,"Developer, full-stack",Remote,4.984635310977448
205000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Employed,Engineering manager,Remote,5.311753861055754
81210.0,Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Employed,"Developer, back-end",Remote,4.909609510490169
120000.0,United States of America,Some college,11.0,Employed,"Developer, full-stack",Remote,5.079181246047625
71657.0,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,"Independent contractor, freelancer, or self-employed",Data scientist,,4.855258621989195
118443.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,5.073509398944765
1914.0,Russian Federation,Some college,15.0,Employed,DevOps engineer or professional,Hybrid-InPerson,3.281941933440825
116240.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, full-stack",Remote,5.065355601289965
300000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,"Developer, back-end",Remote,5.477121254719663
104413.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Employed,"Developer, back-end",Hybrid-Choice,5.018754574114343
72958.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, back-end",Remote,4.86307292015494
195000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",52.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.290034611362518
129936.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Architect, software or solutions",Remote,5.113729493146094
120000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Remote,5.079181246047625
191424.0,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",31.0,Employed,Cybersecurity or InfoSec professional,Remote,5.281996387015205
175000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,5.243038048686294
300000.0,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",Remote,5.477121254719663
18000.0,Georgia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, front-end",Remote,4.2552725051033065
120000.0,United States of America,Some college,36.0,Employed,"Developer, mobile",Hybrid-InPerson,5.079181246047625
330000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,Data scientist,Hybrid-InPerson,5.518513939877887
55687.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.745753821974157
185623.0,France,Some college,41.0,Employed,"Developer, full-stack",Remote,5.268631787368935
176984.0,United Kingdom of Great Britain and Northern Ireland,Less than secondary,14.0,Employed,"Developer, back-end",Hybrid-InPerson,5.247934006329064
40000.0,United States of America,Less than secondary,45.0,Employed,"Developer, front-end",In-person,4.6020599913279625
167804.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.224802309038704
40605.0,Italy,Less than secondary,12.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.608579514826188
63808.0,Portugal,Some college,25.0,Employed,"Architect, software or solutions",Remote,4.8048751322955425
15036.0,Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, full-stack",In-person,4.1771323170417745
104413.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.018754574114343
60328.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.780518927780164
60000.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,"Independent contractor, freelancer, or self-employed","Senior executive (C-suite, VP, etc.)",,4.778151250383644
49886.0,Italy,Some college,38.0,Employed,Data or business analyst,Remote,4.697978682380319
48132.0,Paraguay,Some college,16.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.682433908029272
65073.0,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.813400829069993
130000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Employed,"Developer, full-stack",In-person,5.113943352306837
67400.0,Czech Republic,Less than secondary,8.0,Employed,Cloud infrastructure engineer,Hybrid-Flexible,4.82865989653532
160000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,Data or business analyst,Remote,5.204119982655925
21816.0,Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.338775124933574
146750.0,Sweden,Some college,15.0,Employed,DevOps engineer or professional,Hybrid-Choice,5.166578109919652
7208.0,Argentina,Less than secondary,5.0,Employed,Student,Hybrid-InPerson,3.8578147779710066
127500.0,United States of America,Some college,17.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.105510184769974
106190.0,United Kingdom of Great Britain and Northern Ireland,Some college,40.0,Employed,DevOps engineer or professional,Hybrid-Flexible,5.026083620800987
269154.0,Finland,Some college,13.0,Employed,"Developer, back-end",Remote,5.430000838415199
120000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Developer, back-end",Remote,5.079181246047625
139218.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,Employed,"Architect, software or solutions",Hybrid-Choice,5.143695390413113
40605.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Choice,4.608579514826188
185000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-InPerson,5.267171728403014
45934.0,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Flexible,4.662134266064286
210000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,"Developer, full-stack",In-person,5.3222192947339195
79245.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,4.8989718697426206
17402.0,Croatia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, QA or test",Hybrid-Flexible,4.240599164319883
75410.0,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,"Independent contractor, freelancer, or self-employed",AI/ML engineer,,4.87742894078822
2400.0,Bangladesh,Less than secondary,4.0,Employed,"Developer, front-end",Remote,3.380211241711606
78281.0,United Kingdom of Great Britain and Northern Ireland,Some college,12.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.893656364912738
104413.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, full-stack",Remote,5.018754574114343
